created_at,id_str,text,source,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,geo,coordinates,place,contributors,is_quote_status,retweet_count,favorite_count,favorited,retweeted,possibly_sensitive,lang,hashtags,user_mentions,user_mentions_ids,user_id_str,user_screen_name,user_location,user_description,user_followers_count,user_friends_count,user_listed_count,user_created_at,user_verified,created_at_dt,polarity
Sat Jul 24 23:59:56 +0000 2021,1419084969268363265,Can I just say watching the Olympics is making miss all the sports I’ve tried in the past 😭 like damn I miss badmin… https://t.co/NS09HyG4T6,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,,False,0,1,False,False,,en,,,,907977725582995456,Jewish_CareBear,They/them,| ADHD | Autistic | PTSD | Jewish childhood convert | Queer | Bi | Nonbinary | Antizionist | 22 | Oboist | Artist | Rotary Youth Exchange to Germany 2014-15 |,417,1940,5,Wed Sep 13 14:42:14 +0000 2017,False,2021-07-24 23:59:56,-0.25
Sat Jul 24 23:59:56 +0000 2021,1419084969838661633,"RT @Olympics: Getting down to Wiz! ⛸️
Throwback to Shoma Uno's spine-tingling performance at PyeongChang 2018! 🇯🇵
🎵: @wizkhalifa
#StrongerT…","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,,,,False,514,0,False,False,,en,,Olympics;wizkhalifa,52422878;20322929,1319612151867174913,aMAoO87266882,ざあいす期間中は名古屋,"動力源はショーマウノ。カオリサカモトに元気をもらいマイミハラに癒される。ネイサンヤバイが口癖。山田組女子はひたすら愛でる。美穂子せんせいのプロが超絶好き、全日本の会場にはステファンプレボが必要だと思う。
チキンハート故シーズン中はたぶん静か。年間通していいね魔(決して怪しいものではございません)",9,39,0,Fri Oct 23 12:11:07 +0000 2020,False,2021-07-24 23:59:56,-0.24305555555555558
Sat Jul 24 23:59:56 +0000 2021,1419084970329473024,"RT @KDivyarajSingh: India is proud of her daughter. 
#MirabaiChanuWinsMedal #Olympics https://t.co/W9KJMLlVKa","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,,,,,False,32,0,False,False,False,en,MirabaiChanuWinsMedal;Olympics,KDivyarajSingh,820610850931220480,1375124130442305541,Modi_se_Paresha,Aandolan,MayDay ... India nose diving,203,184,0,Thu Mar 25 16:35:34 +0000 2021,False,2021-07-24 23:59:56,0.8
Sat Jul 24 23:59:56 +0000 2021,1419084967162695682,"RT @BuzzFeedNews: Despite allegations of sexual assault, US fencer Alen Hadzic made it to the Olympics — and fellow athletes want accountab…","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,,,,,False,468,0,False,False,,en,,BuzzFeedNews,1020058453,68582076,ReEn_HOtteST,Malaysia,"🐻💚  #KTBFFH #CFC An Ailurophile
~A Nameless Traveler~
~Cubs~",600,768,34,Tue Aug 25 02:21:29 +0000 2009,False,2021-07-24 23:59:56,0.5
Sat Jul 24 23:59:56 +0000 2021,1419084966969888768,RT @TimJDillon: Man this is crazy. NBC Employee fired after hot mic incident at Olympics. #OlympicGames https://t.co/rgWKBaqxFD,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,,,,,False,8336,0,False,False,False,en,OlympicGames,TimJDillon,353422065,157278517,Scragmeat,"Hackensack, NJ",Geek and Otaku before it became mainstream. Identify as a Meat Popsicle,98,844,0,Sat Jun 19 10:36:37 +0000 2010,False,2021-07-24 23:59:56,-0.175
Sat Jul 24 23:59:56 +0000 2021,1419084968261787649,RT @kadeart: Pro Heroes x Olympics 🥇✨ https://t.co/Eerr2Si2ai,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,,,,,False,16609,0,False,False,False,en,,kadeart,115852110,3150107719,BasicallyIDoYou,"Georgia, USA",Aspiring Artist who hasn't drawn. she/they,93,105,1,Sat Apr 11 15:53:39 +0000 2015,False,2021-07-24 23:59:56,0.0
Sat Jul 24 23:59:56 +0000 2021,1419084967699640321,RT @chikausas: y’all do realise they’re literally doing shit like this to make you forget the fact that most of japan did not want the game…,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,,,,True,6409,0,False,False,,en,,chikausas,286543276,3856041433,lucinthskywdia,missing taemin 24/7 ,"often ia, sb and block liberally, just read my carrd before you follow, or not, I’m not your parent… if you see my tweets from a recommendation let me know pls",286,214,9,Sun Oct 11 07:11:28 +0000 2015,False,2021-07-24 23:59:56,0.15
Sat Jul 24 23:59:57 +0000 2021,1419084971428356096,"RT @WIONews: #InPics | As Tokyo 2020 Olympics Games shifted to a closed-door event due to the ongoing coronavirus pandemic, Olympic Games'…","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,,,,,False,3,0,False,False,,en,InPics,WIONews,711760467383877632,110895437,tsuyoshi01,Kanagawa、Japan,ガジェット、海外旅行、洋画、美術鑑賞に興味。,778,1351,50,Wed Feb 03 03:43:44 +0000 2010,False,2021-07-24 23:59:57,-0.125
Sat Jul 24 23:59:57 +0000 2021,1419084971478814723,RT @Rachel_Sennott: I want to go to the olympics but not compete and just hook up with ppl and maybe do one of the parades,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,,False,637,0,False,False,,en,,Rachel_Sennott,1639541946,4166819427,Robyn_Eng,Ireland,,375,632,0,Wed Nov 11 22:22:17 +0000 2015,False,2021-07-24 23:59:57,0.0
Sat Jul 24 23:59:57 +0000 2021,1419084971914915840,"Hey @NBCSports, fix your fucking app!! You got commercials cutting in literally every 45 seconds and we end up miss… https://t.co/aLOxFKRWcJ","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,,,,,False,0,1,False,False,,en,,NBCSports,11856342,1340204209954820096,Buccamaniacs,,"Representing our beloved Buccaneers for over 20 years, unlike the GF2 bandwagons. We're your premier source for the latest on our Super Bowl champs! #GoBucs",883,720,6,Sat Dec 19 07:56:09 +0000 2020,False,2021-07-24 23:59:57,-0.76875
Sat Jul 24 23:59:57 +0000 2021,1419084972036706310,RT @_celia_bedelia_: Just thinking about how the US Men’s soccer team hasn’t qualified for the Olympics since 2008 and the US Women’s team…,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,,,,,False,2196,0,False,False,,en,,_celia_bedelia_,807968504,253217695,acceber910,Earth,"If you are silent about your pain, they'll kill you and say you enjoyed it. - Zora Neale Hurston.",1126,734,32,Wed Feb 16 20:05:56 +0000 2011,False,2021-07-24 23:59:57,0.0
Sat Jul 24 23:59:57 +0000 2021,1419084973621997572,"RT @TitusOReily: Skateboarding is not a sport

Wow, these guys are amazing

These might be some of the best athletes I've seen

This is an…","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,,,,,False,22,0,False,False,,en,,TitusOReily,474493404,1267003535259922433,concrete_cowboi,Toorak,💉💉,70,297,0,Sun May 31 08:02:46 +0000 2020,False,2021-07-24 23:59:57,0.5666666666666668
Sat Jul 24 23:59:57 +0000 2021,1419084973638881282,"RT @rabieh_9: His name is Fethi Nourine. An Algerian judoka. Today, he withdrew from the Olympics after finding out he has a match against…","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,,False,10754,0,False,False,,en,,rabieh_9,1105311471616098304,1089448820570767362,kaheiluvr,,hello come into my place || they/them 21,202,186,7,Sun Jan 27 09:03:34 +0000 2019,False,2021-07-24 23:59:57,0.0
Sat Jul 24 23:59:57 +0000 2021,1419084973756325893,"Oh let’s see what #olympics #skateboarding is like... 

Commentator: “that’s like going upstairs and jumping outsid… https://t.co/GqIeh6MwvH","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,,,,False,0,1,False,False,False,en,olympics;skateboarding,,,907556123796017152,veritystevie,Suffolk ,,55,315,0,Tue Sep 12 10:46:56 +0000 2017,False,2021-07-24 23:59:57,0.0
Sat Jul 24 23:59:58 +0000 2021,1419084977975697409,"T minus ~2 hours, in all likelihood, to the first US medal at the Tokyo Olympics https://t.co/UIb5rUAxmJ","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,,False,0,3,False,False,False,en,,,,966977040,HenryBushnell,"Now Chicago, always Philly","Humans. Stories. Sports.

In that order. Features writer, @YahooSports. 

Tips/feedback: henrydbushnell@gmail.com. DMs also open. he/him",7933,1058,294,Fri Nov 23 23:00:27 +0000 2012,True,2021-07-24 23:59:58,0.075
Sat Jul 24 23:59:58 +0000 2021,1419084975643652097,RT @kadeart: Pro Heroes x Olympics 🥇✨ https://t.co/Eerr2Si2ai,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",,,,,,,,,,False,16609,0,False,False,False,en,,kadeart,115852110,783382847759319044,Ichnism_bt,Check in @Ichnis_,At least curse at me a little at the very end 🔞,74,508,0,Tue Oct 04 19:06:40 +0000 2016,False,2021-07-24 23:59:58,0.0
Sat Jul 24 23:59:58 +0000 2021,1419084976121946118,RT @kadeart: Pro Heroes x Olympics 🥇✨ https://t.co/Eerr2Si2ai,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,,,,,False,16609,0,False,False,False,en,,kadeart,115852110,1257070399864614914,njmgothics,,"͏ ͏ ͏ ͏ ͏ ˀˀˀˀ ᴀʀᴛʜᴜʀ 𓂃 não é periquito césar, é um urubu! ்⋆",9541,9598,22,Sun May 03 22:12:05 +0000 2020,False,2021-07-24 23:59:58,0.0
Sat Jul 24 23:59:58 +0000 2021,1419084976214003719,RT @AoTWiki: Anyone else noticed when Attack on Titan theme played at Olympics #Archery match earlier today https://t.co/Fx8lYSvwJ2,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,,,,,False,1164,0,False,False,False,en,Archery,AoTWiki,3119117773,2918752518,misssjung,,oohsehun | virgo,11,89,0,Thu Dec 04 15:47:00 +0000 2014,False,2021-07-24 23:59:58,0.0
Sat Jul 24 23:59:58 +0000 2021,1419084976746811394,RT @JohnCleese: You know which event I'll be watching! @montypython #olympics #tokyo2020 #silly https://t.co/tEoy7MEVIi,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,,False,1643,0,False,False,False,en,olympics;tokyo2020;silly,JohnCleese;montypython,10810102;2201496073,138944717,CatchRick,,Wildly talented in the arts of popping popcorn and parallel parking.,133,1019,1,Sat May 01 02:55:41 +0000 2010,False,2021-07-24 23:59:58,-0.5
Sat Jul 24 23:59:58 +0000 2021,1419084978256859139,RT @Borna___: Shooting innocent people was apparently good training for an IRGC terrorist who won Gold in Men’s 10m Air Pistol #Olympics bu…,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,,False,63,0,False,False,,en,Olympics,Borna___,1124346635927064577,1058153405565321216,JMirzai3,"Sandy Springs, GA",I am human rights activists,363,123,0,Fri Nov 02 00:26:46 +0000 2018,False,2021-07-24 23:59:58,0.6
Sat Jul 24 23:59:58 +0000 2021,1419084978739060739,"RT @Spanx41: This question might rile some people up, but why does everything on tv have to stop for the Olympics? Not everyone wants to wa…","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,,,,,False,1,0,False,False,,en,,Spanx41,31184322,931539208736358400,silentkil_er,Winterfell,Lost somewhere between fiction and reality.,1449,2318,1,Fri Nov 17 15:07:09 +0000 2017,False,2021-07-24 23:59:58,0.2
Sat Jul 24 23:59:59 +0000 2021,1419084982396522498,Your Olympics skateboarder name is the first name of your favourite Simpsons character + the name of your favourite… https://t.co/v0ZWq6qYly,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,,,,,False,0,10,False,False,,en,,,,3054432489,jonbir90,Liverpool,Sport Audience & Content Director at Reach PLC. He/him. Views are my own. Give each other light.,6095,3016,41,Mon Feb 23 01:05:52 +0000 2015,True,2021-07-24 23:59:59,0.25
Sat Jul 24 23:59:59 +0000 2021,1419084981071138817,"[#sakuatsu Olympics &amp; surfing &lt;3]

Atsumu laughs, amused, as the interviewer at the Olympics smiles at him. ""What s… https://t.co/4yP1Mrp4kL","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,,,,False,32,192,False,False,,en,sakuatsu,,,782048159354814465,spanananano,seijoh's deserted island ,Ana ✨ she/ella/ela ✨ 27. ✨Writer of fics. ✨ there's a heckin' lot of sakuatsu here. I am an unapologetic Atsumu simp✨en/esp/pt/dt,797,358,7,Sat Oct 01 02:43:05 +0000 2016,False,2021-07-24 23:59:59,0.0
Sat Jul 24 23:59:59 +0000 2021,1419084980186013698,"RT @hlnlzdaily: 📲| Video of Louis' song being played at the coverage for the Olympics!  https://t.co/nS2HZM58Wk
https://t.co/nS2HZM58Wk","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,,False,1176,0,False,False,False,en,,hlnlzdaily,1310407547346706434,922671450,AreKool,"Victoria, Australia","Midwife. 1D, Real Eyes Realize Real Lies #HarryLouYear #1Dizzle fan account",1797,1393,20,Sat Nov 03 07:34:40 +0000 2012,False,2021-07-24 23:59:59,0.0
Sat Jul 24 23:59:59 +0000 2021,1419084982769815553,"RT @WayneDupreeShow: BREAKING: USA wins no medals to open Summer Olympics, first time since 1972

We used to send our best.... #EndOfTheLes…","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,,,,,False,2211,0,False,False,,en,,WayneDupreeShow,282695161,16022444,varks3,USA,Retired Office Manager. #MAGA,1885,2662,37,Thu Aug 28 03:10:13 +0000 2008,False,2021-07-24 23:59:59,0.3875
Sat Jul 24 23:59:59 +0000 2021,1419084982983675904,RT @saharilconteng: All the best! #TeamMalaysia #Olympics #Tokyo2020 https://t.co/kC1AKyMXPf,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,,False,451,0,False,False,False,en,TeamMalaysia;Olympics;Tokyo2020,saharilconteng,1278245458196836352,3153215688,paopaoartsy_,,Handcrafted resin art 👩🏼‍🎨 Jewelleries stuff + custom orders ✨ NOW AVAILABLE AT SHOPEE,250,322,3,Mon Apr 13 17:40:53 +0000 2015,False,2021-07-24 23:59:59,1.0
Sun Jul 25 05:28:02 +0000 2021,1419167537128906752,"HISTORY FOR #BADMINTON INDONESIA

7 - FOR THE FIRST TIME EVER in the #Olympics , ALL Indonesian athletes  have won… https://t.co/A6Ch1TUBLq","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,,,,,False,6183,13272,False,False,,en,BADMINTON;Olympics,,,2941773157,BadmintonTalk,Visit Our Website!,Official account of https://t.co/LG9xKgKxwV. Badminton & multi-sport events of Indonesia. English/Chinese Speaking. ✉️admin@badmintalk.com IG: badmintalk_com,334915,254,495,Wed Dec 24 10:36:53 +0000 2014,True,2021-07-25 05:28:02,0.25
Sun Jul 25 08:49:20 +0000 2021,1419218194451943424,"Tisca Chopra posted Indonesian weightlifter's photo &amp; congratulated Mirabai.

Alia Bhatt posted 2012 Olympics' Indi… https://t.co/ZWrJv9Jfdz","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,,,,,False,4476,20396,False,False,,en,,,,318673863,AskAnshul,India,| News Junkie | Politics | Foreign Affairs | National Security | Observer & Analyst | i tweet informative facts and opinions | https://t.co/3Oprgd1EzC,810637,460,717,Thu Jun 16 21:26:09 +0000 2011,True,2021-07-25 08:49:20,0.0
Sun Jul 25 08:55:29 +0000 2021,1419219745778270217,"🥈 #Tokyo2020
🥈 Rio de Janeiro 2016
🥉 London 2012
🥉 Beijing 2008

Eko Yuli Irawan has become THE FIRST EVER INDONESI… https://t.co/NPcZwC75AR","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,,,,,False,7207,14679,False,False,False,en,Tokyo2020,,,2941773157,BadmintonTalk,Visit Our Website!,Official account of https://t.co/LG9xKgKxwV. Badminton & multi-sport events of Indonesia. English/Chinese Speaking. ✉️admin@badmintalk.com IG: badmintalk_com,334915,254,495,Wed Dec 24 10:36:53 +0000 2014,True,2021-07-25 08:55:29,0.25
Sun Jul 25 08:59:22 +0000 2021,1419220719444144131,Eko Yuli Irawan of #INA takes #silver in the men’s 61kg #weightlifting event on his fourth #Olympics appearance.… https://t.co/MXAHEAglNA,"<a href=""https://www.spredfast.com/"" rel=""nofollow"">Khoros Publishing</a>",,,,,,,,,,False,5356,11837,False,False,False,en,INA;silver;weightlifting;Olympics,,,52422878,Olympics,,"#Olympics - Inspiring people through the Olympic values of friendship, respect, and excellence.",6360420,5003,12888,Tue Jun 30 15:23:29 +0000 2009,True,2021-07-25 08:59:22,0.0
Sun Jul 25 09:15:34 +0000 2021,1419224796257087491,"What a fantastic comeback Manika! 🤯 🏓 

Watched every single point.. the first couple of games were dominated by Ma… https://t.co/3a8dFfirFN","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,,False,3252,50987,False,False,False,en,,,,135421739,sachin_rt,"ÜT: 18.986431,72.823769",Proud Indian,35756165,80,22501,Wed Apr 21 07:42:23 +0000 2010,True,2021-07-25 09:15:34,0.2261904761904762
Sun Jul 25 14:03:49 +0000 2021,1419297337214705669,USA’s Men’s Basketball just lost in the Olympics for the first time since 2004 and honestly they were beat by a bet… https://t.co/jpDYpfNoGd,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,,False,4992,42699,False,False,,en,,,,24897626,WorldWideWob,"New York, NY","Take the blue pill, the story ends. Take the red pill, you stay in wonderland, and I show you how deep the @WobBurner hole goes. | @WorldWideWob now on @Twitch.",757427,706007,5288,Tue Mar 17 15:26:12 +0000 2009,True,2021-07-25 14:03:49,0.425
Sun Jul 25 14:14:46 +0000 2021,1419300094780784640,"Look. At. This.

Ahmed Hafnaoui's family back in #TUN react as the teenager wins 400m #swimming gold at the… https://t.co/tKl1zk1Esi","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,,,,,False,6930,44237,False,False,False,en,TUN;swimming,,,4842452951,JoySportsGH,"Accra, Ghana",Sports page of the Joy brands – @Joy997FM @JoyNewsOnTV @JoyPrimeTV and @Hitz1039FM – of the Multimedia Group. We bring you #Tokyo2020 updates daily.,53923,67,50,Sun Jan 24 16:17:25 +0000 2016,True,2021-07-25 14:14:46,0.15
Sun Jul 25 23:59:44 +0000 2021,1419447308232675329,If you pay to go to the olympics are you an Olympian,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,,False,4,74,False,False,,en,,,,2707961760,shannonmstirone,Vega ,"Writer. Find me in @NYTimes @TheAtlantic “@Longreads @washingtonpost @PopSci @Wired @Esquire, others. Opinions are mine. she/her",40785,2446,674,Tue Aug 05 01:55:07 +0000 2014,True,2021-07-25 23:59:44,0.0
Sun Jul 25 23:59:44 +0000 2021,1419447307720962050,the olympics just get more deadly 💀 https://t.co/WhG68HI4RO,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,,True,0,0,False,False,False,en,,,,2359412093,kikisbunnies,she/her | 21,“Over kpop? No. Over showho? ABSOLUTELY” | future engineer | monbebe and wenee ❤️ | multistan | anime | 🏳️‍🌈🇵🇷,1201,743,24,Sat Feb 22 21:09:37 +0000 2014,False,2021-07-25 23:59:44,0.15
Sun Jul 25 23:59:44 +0000 2021,1419447306412122113,"RT @fion_li: She is amazing! Competing at 46 years old, Uzbekistan’s Oksana Chusovitina is the oldest gymnast in #Olympics history. Her son…","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,,False,710,0,False,False,,en,Olympics,fion_li,70696481,1322387758585843714,ichigyouzanmai,,,161,1438,1,Sat Oct 31 04:00:04 +0000 2020,False,2021-07-25 23:59:44,0.42500000000000004
Sun Jul 25 23:59:44 +0000 2021,1419447308106805253,"@ACEdge @tehrealbryan The dude is ranked 16th in the world and got 5th at the olympics, so there probably aren’t 10… https://t.co/nZGqE90rpO","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.4194226744140308e+18,1419422674414030849,14317104.0,14317104,ACEdge,,,,,False,4,482,False,False,,en,,ACEdge;tehrealbryan,14317104;106974249,774299495790108672,ChrisDanicic,"New York, NY","Here for news, info, and funny stuff. Any occasional opinions are my own and do not represent any other organization or entity.",42,388,1,Fri Sep 09 17:32:40 +0000 2016,False,2021-07-25 23:59:44,0.0
Sun Jul 25 23:59:44 +0000 2021,1419447305997070338,women’s gymnastics and volleyball on at the same time 😌 #PictureInPicture #GodBlessAmerica #Olympics,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,,False,0,0,False,False,,en,PictureInPicture;GodBlessAmerica;Olympics,,,33839778,4nalyst,"Nashville, TN",,3337,724,69,Tue Apr 21 07:09:25 +0000 2009,False,2021-07-25 23:59:44,0.0
Sun Jul 25 23:59:44 +0000 2021,1419447305116082178,"RT @xfbard: A small glimpse of what my mind came up with today in regards to my #BringWynonnaHome tweets for the upcoming week. 

Earp. Oly…","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,,False,7,0,False,False,,en,BringWynonnaHome,xfbard,66651183,1098810934875742208,TracyHarley11,"Vancouver, British Columbia","(She/Her) Earper, Scottish, Ranter",189,476,0,Fri Feb 22 05:05:16 +0000 2019,False,2021-07-25 23:59:44,-0.25
Sun Jul 25 23:59:44 +0000 2021,1419447306357645312,"RT @JoySportsGH: Look. At. This.

Ahmed Hafnaoui's family back in #TUN react as the teenager wins 400m #swimming gold at the #Olympics. 

❤…","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,,False,6930,0,False,False,,en,TUN;swimming;Olympics,JoySportsGH,4842452951,1171151673152036864,SameDay08,,,24,209,0,Mon Sep 09 20:01:41 +0000 2019,False,2021-07-25 23:59:44,0.15
Sun Jul 25 23:59:45 +0000 2021,1419447308329041920,nothing quite like the @Olympics music,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,,,,False,0,1,False,False,,en,,Olympics,52422878,174090426,Boone_Squad,"Mississippi, USA",Assistant Project Manager @YatesBuilds and amateur burrito reviewer | past: @xflrenegades @uofalabama @OMSP | my mother always told me I have a face for radio,543,586,7,Tue Aug 03 02:28:48 +0000 2010,False,2021-07-25 23:59:45,0.0
Sun Jul 25 23:59:45 +0000 2021,1419447308471652353,RT @sooyafuls: blackpink song was already played in olympics before but suddenly its an issue now https://t.co/Gs74OT35Fv,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,,False,1385,0,False,False,False,en,,sooyafuls,1348105100623953920,1850062064,kaywhxtever,jen's other lover,10.25.17 | toxic outlet and kpop shit | multistan,89,77,3,Tue Sep 10 02:08:48 +0000 2013,False,2021-07-25 23:59:45,0.0
Sun Jul 25 23:59:45 +0000 2021,1419447310304546824,@TSNBobMcKenzie @TSNHockey Watching summer olympics made me think of 2022 winter olympics and wonder when will we f… https://t.co/9lKdlSES63,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.4193307130071409e+18,1419330713007140865,54791458.0,54791458,TSNBobMcKenzie,,,,,False,0,0,False,False,,en,,TSNBobMcKenzie;TSNHockey,54791458;1104327972,1301942427788378114,HighlightsMamba,,Sports highlights,8,838,0,Fri Sep 04 17:57:32 +0000 2020,False,2021-07-25 23:59:45,0.0
Sun Jul 25 23:59:45 +0000 2021,1419447310539530241,"I'm curious about the Olympics but I can't with the major networks, so it's Bar Rescue.","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,,,,False,0,2,False,False,,en,,,,408140697,ThomasStephani,New York,"New York street kid from the '70s. Mentored on the ways of the world by old gangsters. Manhattanite, but loves Queens. https://t.co/umIzyrw7bK https://t.co/B6T7eCJYHc",246,834,2,Wed Nov 09 01:22:55 +0000 2011,False,2021-07-25 23:59:45,-0.018750000000000003
Sun Jul 25 23:59:45 +0000 2021,1419447311978147840,RT @orankiro: olympics 2021? #matsuhana #oikawa https://t.co/JNiFKY23dy,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,,False,9788,0,False,False,False,en,matsuhana;oikawa,orankiro,1384055510828154886,1362183513584390144,Sistoji,,𝔗𝔥𝔢𝔶/𝔰𝔥𝔢 | 18 | 𝔅𝔬𝔬𝔨𝔴𝔬𝔯𝔪 | 𝔒𝔟𝔢𝔶 𝔐𝔢! 𝔒𝔟𝔰𝔢𝔰𝔰𝔦𝔬𝔫 |  𝔐𝔶 𝔬𝔫𝔢 𝔬𝔫𝔩𝔶 𝔄𝔡𝔞𝔪 @sisgoji,4,296,0,Wed Feb 17 23:34:04 +0000 2021,False,2021-07-25 23:59:45,0.0
Sun Jul 25 23:59:46 +0000 2021,1419447316621271044,"RT @bambam1729: In judo yesterday, Japan's Hifumi Abe and his sister, Uta Abe, both won gold medals in their classes. First time in Olympic…","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,,False,23,0,False,False,,en,,bambam1729,392167034,1059446252,21Paredes__,"Paris, France",I don’t need no introduction.,776,1224,7,Fri Jan 04 03:35:21 +0000 2013,False,2021-07-25 23:59:46,0.25
Sun Jul 25 23:59:46 +0000 2021,1419447316050763784,"Pool action in Rugby7s is about to go underway. Will be streamed live on:
https://t.co/Upl9ixTSnl

#Olympics #Rugby… https://t.co/API8Tl4yPj","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,,,,False,2,4,False,False,False,en,Olympics;Rugby,,,1366083475544158215,Moonshot7161969,"DFW, Texas","Stock, Options, and Futures Options trader. Crypto investor #IOTA FTW

LA Dodgers, Rugby League & Union fan. Politically left of center moderate. Space nut.",250,1935,2,Sun Feb 28 17:51:18 +0000 2021,False,2021-07-25 23:59:46,0.11818181818181818
Sun Jul 25 23:59:46 +0000 2021,1419447314591019008,RT @802hyuck: renjun read a comment that was like “why isn’t jeno at the olympics” and laughed so hard 😭😭,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,,False,1700,0,False,False,,en,,802hyuck,1151107155635789824,1011162006588542976,enjenie23_,,a lot abt got7 nct tbz & lonely life // selling acc,10,40,0,Mon Jun 25 08:19:43 +0000 2018,False,2021-07-25 23:59:46,0.20416666666666664
Sun Jul 25 23:59:46 +0000 2021,1419447314213650439,"RT @bluntequestrian: @LetItRoll717 @breechblonde @trotsets There are absolutely cases where judgment should be reserved, the Olympics are n…","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,,False,1,0,False,False,,en,,bluntequestrian;LetItRoll717;breechblonde;trotsets,945035323;2242475546;3296163420;1349104576432119808,3296163420,breechblonde,USA,eq-spensive taste,5261,385,5,Sun Jul 26 22:02:44 +0000 2015,False,2021-07-25 23:59:46,0.2
